,Unnamed: 0,target_id,pval,qval,b,se_b,mean_obs,var_obs,tech_var,sigma_sq,smooth_sigma_sq,final_sigma_sq,ens_gene,ext_gene
418,419,T01D1.2g.2,0.00026173289994693396,0.0132072045431456,-6.9088175140549195,1.8925687782700802,1.57537784622998,5.96870363147325,2.0189151542071797,0.536461812596301,0.667447281154833,0.667447281154833,WBGene00001340,etr-1
676,677,T21E8.1b.1,0.00117636331114986,0.0367383301146846,-6.24385467157581,1.92441309987918,2.41349625379133,5.122553516498059,2.43939527633866,0.322505211260554,0.33812905790127,0.33812905790127,WBGene00004000,pgp-6
642,643,M01A10.2d,0.0009620218255969289,0.0316330131548925,-6.0944120283358805,1.8460060219385601,2.35352951857572,5.655552821858819,1.9965592850328502,0.559244389742208,0.354861059583678,0.559244389742208,WBGene00006594,tom-1
637,638,K08C7.3c.1,0.00094642054357601,0.0313204499239326,-6.07914617614665,1.8388287269880101,3.1081790236641003,5.452977764799429,2.34124299344435,-2.1767715851989298,0.19472532195289605,0.19472532195289605,WBGene00001328,epi-1
1204,1205,Y106G6H.6d.2,0.00491441305575667,0.0862285769608824,-5.71464206414147,2.0318070637147,3.3026301973854797,5.43387760426801,2.36744435754343,0.728735600577297,0.16723732893647597,0.728735600577297,WBGene00013719,Y106G6H.6
711,712,Y71F9AL.13b.1,0.00134169444278996,0.0397860387151587,-5.39250669602378,1.68152783461376,1.07585752325416,2.55856861577255,1.12125046276114,-0.578407100822657,0.999401431174479,0.999401431174479,WBGene00004412,rpl-1
1292,1293,C39F7.2a,0.005839237954176129,0.0954749076114725,-5.3909221926610496,1.95558868431786,1.3716217139495102,4.69422047311694,1.8803871212057501,0.9878582054683029,0.7873545517614721,0.9878582054683029,WBGene00016539,madd-2
624,625,F08A10.1b,0.0008853060397704711,0.0299488409581873,-5.3331293432717,1.6041190605588502,0.9687538158074291,2.2705093527969598,0.840922048065055,-0.466530259346926,1.08897642227109,1.08897642227109,WBGene00008570,kcnl-2
1119,1120,C31H2.1a,0.0041135975933095795,0.0773896560724552,-4.91770450590039,1.71389397473906,1.56089112210769,2.87744220601806,1.52772862130499,0.13569592108462,0.6753457961801421,0.6753457961801421,WBGene00016292,tbc-7
528,529,C50H2.3a,0.0005312030560178531,0.0212310514430727,-4.6304009905499806,1.3365249770875802,1.8327236009251398,2.6258399526726697,0.248953310559225,1.09077095022498,0.541435734555194,1.09077095022498,WBGene00003173,mec-9
1021,1022,Y42A5A.2b,0.00332081568480785,0.0687005929783683,-4.61102190426124,1.57031544885071,2.25499093959121,3.67262038620015,1.465155675789,-1.1471899526120901,0.38426228088540504,0.38426228088540504,WBGene00012777,lact-8
678,679,K02E2.7a,0.00118770583034925,0.0369833054065893,-4.41492060534182,1.36186640231498,1.65393221564401,2.35001280387784,0.449606362693919,0.941403710621847,0.6261769318886159,0.941403710621847,WBGene00010508,K02E2.7
1202,1203,C09G9.5a,0.00490460894264755,0.0861996233369886,-4.295651216997779,1.5269446675565401,2.46287292668941,2.5416066387082004,1.0034521969566,0.745217816377913,0.32497247888047404,0.745217816377913,WBGene00007495,C09G9.5
473,474,C01G6.1b.2,0.000394198436611816,0.0175717538495985,-4.26016118026438,1.20209822652442,3.0518097063530396,3.84110170543829,0.654390994865708,0.42938911479416,0.203542470727573,0.42938911479416,WBGene00000170,aqp-2
654,655,F33E2.4.1,0.0010481806122665,0.0338432154911379,-4.13364039894476,1.26130807269927,1.3388496202151599,1.66402705946049,0.384664051511002,0.21221560322332503,0.80850948918126,0.80850948918126,WBGene00009360,F33E2.4
599,600,F20B10.2,0.000797544342164284,0.0281041333772991,-4.07022881948436,1.21367290269398,1.9645272549578898,1.7702399583961401,0.618356282535217,0.0228789836981633,0.486395153515001,0.486395153515001,WBGene00008966,F20B10.2
432,433,ZK813.5,0.000292632594426505,0.0142889860137635,-4.05610027162817,1.1199325936142,1.45815002446569,1.9130837683049597,0.206629044242491,-0.0298616647896502,0.734057716437078,0.734057716437078,WBGene00022824,ZK813.5
670,671,F16H6.1,0.0011146287059194,0.0351216016829418,-3.9098175208266097,1.19937796284826,1.1475737743721799,2.74145219436503,0.135459950781147,0.674284839069173,0.9434206725433829,0.9434206725433829,WBGene00008891,clec-42
395,396,Y57E12B.3,0.000206050892679599,0.0110013485452645,-3.4648920319321697,0.933560726507912,2.09937690928449,1.02371465741063,0.217732934120478,0.00924265815584732,0.43591878843800796,0.43591878843800796,WBGene00021963,lipl-6
1257,1258,F55C7.7c,0.00543500700731983,0.0912727189481837,-3.39597151320298,1.22154931069434,2.4110772379021803,1.6103408963446701,0.46797355768336996,0.6511634811599909,0.33878777129402504,0.6511634811599909,WBGene00006805,unc-73
96,97,F40G9.15,7.2753661061605e-07,0.000157685219018274,-3.27755851434606,0.6616164268937961,3.2051621238879706,1.2592050771476297,0.0939632910062944,0.23433893124549102,0.180472410266652,0.23433893124549102,WBGene00077531,F40G9.15
580,581,W04G3.2,0.000724894532373758,0.0263794235765548,-3.1516454730581898,0.9324432791863191,2.3123755861387996,2.74236443183308,0.145487084661162,0.506600767013641,0.366843790056913,0.506600767013641,WBGene00012256,lpr-5
557,558,R09E10.5,0.0006050208811960929,0.0229246532099086,-3.1270511974575097,0.9118485936549799,2.24708505382391,1.8913125266236601,0.236872559296451,0.0234313943984423,0.386728334016473,0.386728334016473,WBGene00011175,R09E10.5
1174,1175,ZC334.2,0.00459751245675587,0.0827930831382737,-3.10148785169398,1.09440081815668,1.4950609235635,1.5899065425169001,0.18587439229182395,0.703915050552555,0.7124104707946809,0.7124104707946809,WBGene00002113,ins-30
316,317,M28.1,8.356097682345792e-05,0.00554161927149214,-2.91175001807186,0.740159280232078,3.0280372460120497,0.878987809793304,0.0641728785784071,0.346703941506844,0.207384518529618,0.346703941506844,WBGene00010893,cutl-9
1250,1251,ZC101.2g,0.0053803771963182,0.0909331055649526,-2.8488158133437,1.02352724799817,2.89434562227525,2.0360964174583103,0.555260559889444,0.21953098865106999,0.23044546065659102,0.23044546065659102,WBGene00006787,unc-52
1299,1300,T14F9.5,0.00591229848831473,0.0962010775712824,-2.80632262281331,1.01951478724438,1.6629643623841,1.49729177556719,0.157961478450754,0.6214854630704101,0.621596322606713,0.621596322606713,WBGene00003018,lin-32
