,Unnamed: 0,target_id,pval,qval,b,se_b,mean_obs,var_obs,tech_var,sigma_sq,smooth_sigma_sq,final_sigma_sq,ens_gene,ext_gene
894,895,F07G11.9,0.00240992973220666,0.0568005768098298,2.6310136938352002,0.867054501105282,2.12052191314224,1.1381649082504601,0.13533621631583198,0.34165544564902806,0.42850141459936497,0.42850141459936497,WBGene00017233,lmd-4
202,203,F39H12.4,1.72760977558726e-05,0.00178248999796328,2.67845619853732,0.623263937588783,3.98753942282604,0.834922363661115,0.0349278184279554,0.256415633496051,0.10189095932383399,0.256415633496051,WBGene00018215,igcm-1
714,715,F45G2.2a,0.00135505399002983,0.0400697993163645,2.6794894176807595,0.8362800593418771,2.7124538875692004,0.8749670598286259,0.258321224572581,-0.197149453018374,0.266202028667059,0.266202028667059,WBGene00009730,myo-6
999,1000,W03F8.6b,0.00315779084426232,0.0667651718202382,2.68222068180587,0.908628244887252,2.3342519532009,1.6111982182409799,0.25878172940062,0.264961071652638,0.360422236154546,0.360422236154546,WBGene00020995,W03F8.6
848,849,F09F9.4,0.0022088854782265897,0.0547932575486308,2.7104450513214506,0.8855905793225729,2.26672170232839,0.9012789253181009,0.207569955014068,0.151573338555463,0.380633050624599,0.380633050624599,WBGene00017309,F09F9.4
609,610,C40A11.6,0.000823969366233789,0.0285593185414443,2.7357497678819103,0.817956617792107,2.8309239450996806,2.1456232167238,0.161477211469162,0.340312559973265,0.24230622765799698,0.340312559973265,WBGene00016549,C40A11.6
1010,1011,W06H8.8f.1,0.00324109972796146,0.06778098075993,2.80601712838659,0.953164823995745,5.17555319449478,1.2319527027769,0.0909940625928759,0.590398323684254,0.0469689089001647,0.590398323684254,WBGene00006436,ttn-1
1299,1300,T14F9.5,0.00591229848831469,0.0962010775712823,2.80632262281331,1.01951478724438,1.6629643623841,1.49729177556719,0.157961478450754,0.621485463070409,0.621596322606713,0.621596322606713,WBGene00003018,lin-32
758,759,Y41G9A.1,0.0015948207015187,0.0444259474205663,2.82467393555549,0.894775431160093,2.06019757620893,1.3159906493842,0.150457121637599,0.42403261769818795,0.450010182518199,0.450010182518199,WBGene00003885,osm-5
507,508,R05H10.6,0.000485397165987983,0.0200225027588594,2.8422493173211802,0.814704334218958,2.55192263882035,1.26982368707693,0.19522550400955602,-0.044661414394428,0.30258186013681104,0.30258186013681104,WBGene00000399,cdh-7
960,961,T20B5.2,0.00278127229335707,0.0611908845977612,2.87332281398485,0.960678013777872,1.87799714948612,1.08324573886338,0.17031878832178102,0.37377143130160495,0.521857896295367,0.521857896295367,WBGene00020595,T20B5.2
653,654,C24H12.3,0.0010503352806129698,0.0338432154911379,2.92582350361736,0.8929218473449549,2.38312792725927,2.56683123105256,0.0990151852059454,0.4989668838934989,0.34649672489944205,0.4989668838934989,WBGene00023244,C24H12.3
1037,1038,T05A1.3a,0.00346524099287423,0.070583420339441,3.0066968858291503,1.02858571689313,1.95960465148972,1.10015394818491,0.305145570200393,0.18808286155769502,0.48834586254702295,0.48834586254702295,WBGene00011454,lron-14
162,163,F56A12.1,6.36659464215772e-06,0.0008258215369272429,3.0326661844143503,0.6718603161961301,3.5693395630202205,1.48613027300793,0.0958629489104653,0.242684264448908,0.136826104986416,0.242684264448908,WBGene00006775,unc-39
17,18,B0272.1,2.3431520093778503e-09,2.75229238523755e-06,3.04858869016073,0.5104775408518579,3.9239382150429396,1.9241305597816798,0.0889761455294981,0.10307599361714098,0.106464344256123,0.106464344256123,WBGene00006538,tbb-4
623,624,ZK75.2,0.0008833364544510529,0.0299301004109914,3.0964412576485003,0.931185530434606,3.24338688571773,2.17003916675057,0.127276141411756,0.523053727656328,0.17515620909299304,0.523053727656328,WBGene00002085,ins-2
1174,1175,ZC334.2,0.00459751245675586,0.0827930831382737,3.10148785169398,1.09440081815668,1.4950609235635,1.5899065425169001,0.18587439229182395,0.7039150505525541,0.7124104707946809,0.7124104707946809,WBGene00002113,ins-30
969,970,ZC101.3,0.00287656396371667,0.062783916526038,3.1285362055592696,1.04962256972803,1.6955576045112,1.4220145048583002,0.220939691060591,0.48432809997999393,0.605340963101268,0.605340963101268,WBGene00013852,hhat-1
825,826,F35D2.4,0.0020141600507657,0.0515561573284978,3.19885398978908,1.0358525603489102,1.63087709133172,1.7239719200132,0.166721799002642,0.184262142842328,0.638021096083397,0.638021096083397,WBGene00018042,mks-3
244,245,T26H2.2,3.3050689429044104e-05,0.00285220704733991,3.28281620971887,0.790781098276292,2.4347136169959303,2.05806148917158,0.136592485908086,0.0802258274382306,0.332408573135208,0.332408573135208,WBGene00012064,fbxb-115
1257,1258,F55C7.7c,0.0054350070073198396,0.0912727189481838,3.39597151320298,1.22154931069434,2.4110772379021803,1.6103408963446701,0.46797355768336996,0.6511634811599921,0.33878777129402504,0.6511634811599921,WBGene00006805,unc-73
486,487,F40G9.6,0.000435247924662815,0.0188574730966105,3.40516008376531,0.967998090070262,3.56980868385602,2.06481899823364,0.0894284416171105,0.613336785167646,0.136779303310979,0.613336785167646,WBGene00018242,F40G9.6
480,481,F36H5.10.3,0.000418751287583929,0.018406774372945998,3.45459078569368,0.979199265332492,1.97901308854896,2.79201116046875,0.171309566382165,0.547813834538604,0.480700290251943,0.547813834538604,WBGene00018108,F36H5.10
429,430,F14F3.1a,0.000292610185260313,0.0142889860137634,3.46373562804011,0.956369160331218,2.25882595286464,1.71489611849106,0.302909581608428,0.16644460499572902,0.38307189651604995,0.38307189651604995,WBGene00006870,vab-3
1316,1317,F15A2.6a,0.00622941696640889,0.0999306243708522,3.5789637380239703,1.3083615698921298,2.87117557466044,1.8706869462359301,0.513639431111903,0.7702180670660451,0.23470671862707498,0.7702180670660451,WBGene00004719,sad-1
155,156,C11D2.2,6.25974089322472e-06,0.000816973467317595,3.6531897659465997,0.8086892656681159,2.2196252409849,2.9152275003537595,0.09506236779205099,0.38363748237248296,0.39542137851307707,0.39542137851307707,WBGene00015700,asp-9
586,587,F14D2.17,0.000758591363073746,0.0273235045817176,3.6591432855223798,1.08661244798308,1.50672909478158,1.90633624187089,0.17984655449257397,0.34200957180922903,0.705698404591263,0.705698404591263,WBGene00077751,irld-27
1158,1159,ZK783.1j,0.00447925698325985,0.0817126232934107,3.67781520806539,1.29396795075575,1.69049851098818,2.3925019190402703,0.6479285837073929,-0.5228049038386,0.6078362094798879,0.6078362094798879,WBGene00022816,fbn-1
432,433,ZK813.5,0.000292632594426504,0.0142889860137634,4.05610027162817,1.1199325936142,1.45815002446569,1.9130837683049597,0.206629044242491,-0.0298616647896507,0.734057716437078,0.734057716437078,WBGene00022824,ZK813.5
879,880,Y38F1A.5.2,0.0023168645669381,0.0557019345023547,4.21337719686181,1.3831188575333997,2.28865287341021,2.2866007098582797,1.06082047546848,-0.315092115831537,0.373942855079886,0.373942855079886,WBGene00000870,cyd-1
32,33,C45B11.6,1.9179050504008898e-08,1.2287959539583699e-05,4.235463238062279,0.753742015690493,2.26116509963729,3.85055072872983,0.0437475702559055,0.0865273482868516,0.38234769940697105,0.38234769940697105,WBGene00045379,C45B11.6
473,474,C01G6.1b.2,0.000394198436611816,0.0175717538495985,4.26016118026438,1.20209822652442,3.0518097063530396,3.84110170543829,0.654390994865708,0.42938911479415903,0.203542470727573,0.42938911479415903,WBGene00000170,aqp-2
1267,1268,F54B11.3b,0.00551382171743006,0.09193906354228999,4.268190374393471,1.53787921415016,2.59206119552143,4.33947857157161,1.4807811867060399,-0.9596798548372629,0.293023171280305,0.293023171280305,WBGene00006816,unc-84
1202,1203,C09G9.5a,0.00490460894264753,0.0861996233369882,4.295651216997779,1.5269446675565401,2.46287292668941,2.5416066387082004,1.0034521969566,0.7452178163779121,0.32497247888047404,0.7452178163779121,WBGene00007495,C09G9.5
1164,1165,C17H12.7,0.00455315862512477,0.0825826627818159,4.39734583604108,1.54996778771598,0.927235860125972,1.6733361827533897,0.676076887946603,-0.407591810691872,1.12572321927127,1.12572321927127,WBGene00023238,C17H12.7
911,912,R02F2.1b.2,0.00248042502056054,0.0575039761071398,4.41712962393553,1.45986103306005,3.3982213412705,7.56359713228315,1.4430032140978999,-0.455957908255802,0.15539246278747,0.15539246278747,WBGene00019831,R02F2.1
