,Unnamed: 0,target_id,pval,qval,b,se_b,mean_obs,var_obs,tech_var,sigma_sq,smooth_sigma_sq,final_sigma_sq,ens_gene,ext_gene
399,400,B0034.3a,0.00021484350956847099,0.0112715541508838,-0.884194599962504,0.238913961724667,6.3587727486583,0.105989452061874,0.00234216280063286,0.0404677480295988,0.0202341782698969,0.0404677480295988,WBGene00000403,casy-1
918,919,B0035.14a.1,0.00252505433714153,0.0580927354191331,0.723048645610513,0.239394495047248,7.17912914219412,0.0712606656967556,0.0313481986414396,-0.0053995885239380105,0.0116340945527555,0.0116340945527555,WBGene00001019,dnj-1
1223,1224,B0041.4,0.00509281366063805,0.0879716987147634,0.400663878940387,0.143037855468784,11.156065364821401,0.0245391447662175,1.48307988826057e-05,0.0101566861303458,0.0153300402739489,0.0153300402739489,WBGene00004415,rpl-4
763,764,B0238.12,0.0016493671348258199,0.0455875582597651,-1.6884297405267301,0.536514898434806,4.78139708187568,5.58052660287311,0.0816010843923976,0.134285092789485,0.0597860270250638,0.134285092789485,WBGene00015076,B0238.12
1269,1270,B0250.12,0.0055548974381858796,0.0923447074734675,-1.4704153673674198,0.530269260457949,3.44266600289933,0.475970583202528,0.0606230520010022,0.019400836809001,0.150266064438963,0.150266064438963,WBGene00050927,B0250.12
1289,1290,B0285.7,0.00574744464812955,0.0942001722444984,-0.8870909116016209,0.321194172680302,6.07573197869717,1.3515638649518,0.0049479264925760295,0.0724263459302617,0.0248974523018612,0.0724263459302617,WBGene00007139,mnp-1
1044,1045,C01B10.6a,0.0035537945678597,0.0718705253965418,3.5011826483621604,1.2009800394655,6.54595785261604,2.18472528978524,0.946334717204127,0.13543007419179198,0.0178035634565584,0.13543007419179198,WBGene00015280,C01B10.6
291,292,C01B10.6d.2,6.7140809577258e-05,0.0047933051349908105,1.3584197544353602,0.34078089941207396,6.228204609871829,0.309673757482666,0.0259339022236976,0.0611648138293789,0.0222272967122347,0.0611648138293789,WBGene00015280,C01B10.6
1003,1004,C01B7.4,0.0032146224144508104,0.0674273429650133,-0.810631271026639,0.275122943962498,5.2391337917758705,0.219095985469869,0.00620836467437336,0.0505611110465704,0.0451426932711705,0.0505611110465704,WBGene00006467,magu-2
473,474,C01G6.1b.2,0.000394198436611816,0.0175717538495985,-4.26016118026438,1.20209822652442,3.0518097063530396,3.84110170543829,0.654390994865708,0.42938911479416,0.203542470727573,0.42938911479416,WBGene00000170,aqp-2
474,475,C02B4.1,0.000394768153930819,0.0175717538495985,-2.0812560307511,0.587335297600464,3.10723511295084,0.47038542661467103,0.0638524150742634,0.15138491084443698,0.19486964878130603,0.19486964878130603,WBGene00000082,adt-1
1042,1043,C03A7.11,0.0035178655383960103,0.0713118227021158,1.08397934961173,0.371424122312012,5.800530217255,0.5890891768344699,0.0036797796172900296,0.0997871293591461,0.0306272471026301,0.0997871293591461,WBGene00015369,ugt-51
421,422,C03G6.17,0.000268579121027444,0.0134245114796294,-2.40882329242318,0.6610635485407571,2.8934851418158,0.603934884488496,0.0971515003988736,0.182063056930792,0.2306022610081,0.2306022610081,WBGene00015402,C03G6.17
1008,1009,C04F12.10.1,0.00322505599857867,0.0675791466580265,0.7972708203140931,0.27068057529975,7.0626463544990505,0.075694011053533,0.0424501710022479,-0.00888292006968718,0.0125008093812047,0.0125008093812047,WBGene00001405,fce-1
724,725,C04F6.1,0.00139937306728081,0.0408095789814044,1.45047259362708,0.45401324728453296,12.6494356467255,0.5869789826163481,4.26580554747955e-06,0.15459175572683803,0.0468834723769845,0.15459175572683803,WBGene00006929,vit-5
831,832,C05B5.4,0.0020763217391940396,0.0527245112473043,-1.6608266426175902,0.539388348859589,3.61032709509041,0.35400195767977505,0.0380718970471637,0.180132946116941,0.132813405378203,0.180132946116941,WBGene00007321,C05B5.4
1303,1304,C05D2.8,0.00596987095522885,0.09672105870222501,0.626295635575293,0.22779094452570398,7.21093334250911,0.186810939520557,0.000837529997801984,0.0380790058081324,0.0114202522567288,0.0380790058081324,WBGene00015469,C05D2.8
280,281,C06B3.3,5.79893407024465e-05,0.00436323356039796,1.84985147107784,0.46006516045956397,6.74529930995748,1.39030318989024,0.0020022661460592198,0.15674269775545402,0.0155000587570333,0.15674269775545402,WBGene00007362,cyp-35C1
536,537,C06B3.6.1,0.0005474033502525191,0.0215526052781918,1.3996683153673402,0.40494750371617494,7.33664422600814,0.29212259160319104,0.000764557026332425,0.122222303548139,0.010671359187234003,0.122222303548139,WBGene00007365,C06B3.6
693,694,C06C3.4,0.00126562963145889,0.0385138035021211,-2.5988194306074197,0.8061701046828901,2.71923108518317,1.3378188518201202,0.22266195029007302,-0.0902695075941667,0.264770727973243,0.264770727973243,WBGene00007375,C06C3.4
737,738,C07B5.5,0.0014615661559334802,0.0418158230512876,1.52844330311728,0.48030899186679,7.603036102896169,0.46337127871043504,0.000528818210426521,0.172493727540643,0.00939522180438661,0.172493727540643,WBGene00003828,nuc-1
791,792,C08B11.4,0.0018047910578469898,0.0481801734041148,0.45160004546009397,0.14471547913489302,7.129773535165611,0.16519258017846802,0.000792195083588246,0.0149147323423429,0.0119853845499214,0.0149147323423429,WBGene00003813,nrf-6
973,974,C08F8.8,0.00289884781126033,0.0628618864343355,-1.56729070799424,0.526242781564546,3.3471339056107,0.42231040087148203,0.0461212095392221,-0.00881307707440405,0.16157738932236998,0.16157738932236998,WBGene00003657,nhr-67
